"label","text"
"Poster_10484","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Пиппи"
"Poster_10528","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Кэт"
"Poster_10633","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Эллы"
"Poster_10796","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Финеаса"
"Poster_10322","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Берты"
"Poster_10485","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Бака"
"Poster_10529","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Грэма"
"Poster_10590","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Эла"
"Poster_10634","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Бутса"
"Poster_10797","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Боба"
"Poster_10323","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Сирано"
"Poster_10486","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Бри"
"Poster_10591","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Лаки"
"Poster_10635","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Тиффани"
"Poster_10798","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Пинки"
"Poster_10324","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Блезерса"
"Poster_10487","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Руни"
"Poster_10592","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Роуэна"
"Poster_10636","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Вебера"
"Poster_10741","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Жителя"
"Poster_10799","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Керта"
"Poster_10325","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Пинат"
"Poster_10430","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Джоан"
"Poster_10488","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Керлоса"
"Poster_10593","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Маэль"
"Poster_10637","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Кэнди"
"Poster_10326","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Коула"
"Poster_10431","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Филлис"
"Poster_10489","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Скай"
"Poster_10594","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Брюса"
"Poster_10638","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Леопольда"
"Poster_10327","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Уиллоу"
"Poster_10432","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Мэйбл"
"Poster_10595","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а О'Хэара"
"Poster_10639","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Спайка"
"Poster_10328","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Роальда"
"Poster_10433","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Лейфа"
"Poster_10596","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Гейл"
"Poster_10329","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Молли"
"Poster_10390","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Пеко"
"Poster_10434","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Уэнделла"
"Poster_10597","&#xE;2\0&#x4;&#x1;촀постер&#xE;2&#x16;&#xC;\0\0&#x2;у&#x2;а Крэнстона"
